name,developer,description,url,language,platform_url
myHAZ-VCT,British Geological Survey,"myHAZ-VCT is a citizen science app for sharing your observations of natural hazards and environmental phenomena in St. Vincent and the Grenadines. A collaboration between The University of the West Indies Seismic Research Centre (SRC) in Trinidad and Tobago, the National Emergency Management Organisation (NEMO) of St. Vincent and the Grenadines and the British Geological Survey (BGS), myHAZ-VCT is designed to provide scientists (SRC), emergency managers (NEMO) and citizens of St. Vincent and the Grenadines, with first-hand information about a range of natural hazards and environmental phenomena that occur in the country.

Through the myHAZ-VCT app you can upload photos, videos and free-text descriptions on a range of natural hazards including flooding, storms, landslides, earthquakes, volcanoes, tsunamis and other environmental phenomena such as drought, ground subsidence and changes in water levels. In addition, there are more detailed, optional questions to answer to help scientists, emergency managers and your fellow citizens know what is going on across St. Vincent and the Grenadines. 

When a new observation is submitted, it is initially reviewed by myHAZ-VCT managers at SRC and NEMO, and then published in the app for other myHAZ-VCT users to view. A commenting facility within myHAZ-VCT lets users, SRC scientists and NEMO staff respond to observations, whilst SRC and NEMO can also send direct notifications to myHAZ-VCT users, such as further information and advice about ongoing hazards. 

myHAZ-VCT uses a citizen science approach for gathering valuable data on various natural hazards occurring in St. Vincent and the Grenadines.  Citizen science is the active involvement of the non-scientific public in scientific research.  Since scientists and emergency managers cannot be everywhere, enlisting members of the public like you, in sharing observations on multihazards can provide a broader understanding of the impact and behaviour of these in your community.  This information can be used by NEMO to respond more effectively to impacted communities as well as to develop robust hazard mitigation systems.",https://apps.apple.com/us/app/myhaz-vct/id1507981214?uo=4,['EN'],https://uwiseismic.com/myhaz-vct/
EyeOnWater - Colour,MARIS B.V.,"The EyeOnWater concept consists of an App and a website. The app allows you as user to make a contribution to science and supply information about the water colour of fresh- as well as saline waters (lakes, rivers, coastal waters, seas and oceans) near your location or elsewhere. The measurement is sent to the central server, validated and stored, after which it is visible via the EyeOnWater website: www.eyeonwater.org 

What is it you measure? Water colour is an indication for life (e.g. algae) in the water. Scientists have been measuring this in marine waters via the Forel-Ule scale for more than 200 years. Your measurements will contribute to this long term observation and continue the timeseries.

The EyeOnWater concept has been developed by NIOZ (scientific background), Veerder (Design), and MARIS (Technical development), with assistance from other partners in the EU funded project Citclops: www.citclops.eu 

Join us!",https://apps.apple.com/us/app/eyeonwater-colour/id1021542366?uo=4,['EN'],https://www.eyeonwater.org/
Tea Bag Index | SPOTTERON,SPOTTERON Gmbh,"The educational App Tea Bag Index (TBI) collects data on soil observations and on soil decomposition dynamics in particular. The decomposition of organic matter in the soil is part of the global carbon cycle that provide information on the biological activity of the soil and is therefore important for climate change. Changes in the carbon content of soil can both intensify and mitigate climate change. 

The citizen scientists may choose from 3 activities: 1) basic soil observations by recording soil colour, soil life and land use, 2) soil observations by studying soil texture by feel of doing the Spade test, 3) TBI. The TBI records the decomposition rates of buried tea bags (green tea and rooibos) within 3 months using a standardised method. The method can easily be performed by citizen scientists, such as students. The collected data is transmitted to the database of the Global Tea Bag Index Network (www.teatime4science.org). 

Schools can easily include the TBI App in their curriculum. Teaching materials (soil observation with all senses, spade test, soil texture by feel, TBI) in the App increase the students´ knowledge of soil and the global carbon cycling. 
Tea Bag Index App will further contribute to a strong connection between science and society by connecting each one of the activity categories to the Sustainable Development Goals (SDGs).

The Tea Bag Index app runs on the SPOTTERON Citizen Science platform.",https://apps.apple.com/us/app/tea-bag-index-spotteron/id1465181150?uo=4,"['EN', 'DE']",http://www.teatime4science.org/
Dawn Chorus,Natural Apptitude,"Dawn Chorus is a project that combines conservation, science, and art. Under the motto Stop and Listen, it creatively brings humans and nature back together: People around the world take a minute in the morning to listen to the bird concert around them, record it, and upload it to a global database. This data is made available to art and science in order to gain insights into the conservation of biodiversity, for example.

With the Dawn Chorus app, users can easily and quickly make their recordings. They can  also learn more about bird songs and give free rein to their creativity – for example, with the media art feature ""Sonic Feather,"" which transforms movement and sound into art.

The app's data is only used in anonymous form and solely for scientific and artistic purposes. The app also works offline; in this case, the data is stored locally on the smartphone and can be uploaded later.

Dawn Chorus was launched in 2020 as a citizen science and arts project by BIOTOPIA – Nature Museum Bavaria (Munich) and the Art and Nature Foundation (Nantesbuch), in collaboration with the Max Planck Society. The Bavarian State Association for Bird Conservation (LBV) is also a partner. More information at https://dawn-chorus.org/.",https://apps.apple.com/us/app/dawn-chorus/id1557441003?uo=4,"['EN', 'DE']",https://dawn-chorus.org/
BeeMachine,Brian Spiesman,"Identify bee species using computer vision. BeeMachine is a free community science app and a fun way to learn about the different bee species in your neighborhood or anywhere your adventures take you. Save your sightings, map them, and explore the diversity of bees. BeeMachine was developed by a small team of scientists and enthusiasts to provide expert-level identification skills for all. Your sightings will help scientists understand trends in bee populations and help us conserve these essential pollinators.

Privacy Policy: https://beemachine.ai/page/privacy-policy
Terms of Service: https://dev.beemachine.ai/page/terms-of-use",https://apps.apple.com/us/app/beemachine/id1628232687?uo=4,['EN'],https://beemachine.ai
BirdTrack,BTO,"Want an easy way to record the birds you see, and keep track of what you have seen? The BirdTrack app makes recording your sightings easy and your birdwatching more rewarding; plus your sightings support research and conservation at the local, national and global scale. Whether you want to record single sightings of those special birds or make a list of all the birds you see whilst birdwatching on a local patch you can do both from the palm of your hand. This free app links directly to your BirdTrack account on the web and acts as your digital notebook, enabling you to quickly and easily record the information you want for the birds (and some other wildlife groups) you see.

With our app, you can:

• Select the species you saw from an illustrated checklist of the most likely species based on BirdTrack data for your location and the time of year.
• Offline mapping and observation recording, enabling use in places with no data connection.
• Keep records of birds seen anywhere in the world.
• See suggestions of local birdwatching places; add records for these popular places to help monitor their bird populations.
• Add sightings for some other taxa groups, including amphibians, butterflies, dragonflies, mammals, orchids, and reptiles. (UK only).
• View and edit previous sightings directly on your device.
• View a map of recent sightings made by the BirdTrack community.
• Keep track of your year and life lists, plus see lists of ‘target’ species seen by other BirdTrack users.
• Option to share your sightings via social media.
• Add optional information to your sightings, including breeding evidence, plumage details, and sensitive record settings to control the visibility of your records.
• Sightings are seamlessly synchronised with your BirdTrack account, so you can see all your observations whether you are viewing via your device or via the website.

Developed by the British Trust for Ornithology, on behalf of the BirdTrack partnership.",https://apps.apple.com/us/app/birdtrack/id596839218?uo=4,['EN'],http://www.birdtrack.net
OpenRadiation,IRSN,"Looking to know the level of radioactivity around you and assess your exposure to ionising radiation?  Thanks to this application, and a compatible sensor, you can measure radioactivity.

You can also contribute to a citizen science project, by helping to create a collaborative data base of radioactivity measurements in the environment: OpenRadiation (published under an Open Database License). 

You will then be able to share your measurements using the application and view the data in the application or on the website www.openradiation.org.

Create an account on the website www.openradiation.org, and obtain a compatible sensor (see the list of compatible sensors at www.openradiation.org). Activate Bluetooth under your mobile, configure your sensor to measure radioactivity, and publish your measurements. If you do not have a compatible sensor, you can always enter your measurements manually on the website or via the application.

OpenRadiation currently brings together the following scientific and academic partners: IFFO-RME - training network in major educational risks -,   IRSN - public expert in research and expertise on nuclear and radiological risks -, Planète Sciences – association contributing to the scientific and technical culture of young people - and SORBONNE UNIVERSITE Fablab - digital fabrication and rapid prototyping workshop, open to students, staff and the general public.",https://apps.apple.com/us/app/openradiation/id1246249831?uo=4,"['EN', 'FR']",https://www.openradiation.org/en
WiBee,Daniel Imhoff,"Take a short survey on a nice day to catalog bee species and their frequency in small areas, helping scientists discover insights on native bee populations.",https://apps.apple.com/us/app/wibee/id1483549326?uo=4,['EN'],https://pollinators.wisc.edu/wibee/
Big Butterfly Count,Butterfly Conservation Trading Ltd,"Take part in the UK’s annual Big Butterfly Count with this easy to use and informative app. 

Spend 15 minutes in nature and help butterflies at the same time. All you need to do is identify and count the relevant butterfly and moth species you spot. Then submit your sightings to help take the pulse of nature. Your records help to show how butterflies are faring in the UK.

The app features a beautiful ID guide to help you identify and learn about the 21 species that are the focus of this study. You can also view all of your submitted counts and see everyone's records on the map within the app.",https://apps.apple.com/us/app/big-butterfly-count/id658158833?uo=4,['EN'],http://bigbutterflycount.org
Caterpillars Count!,University of North Carolina,"Caterpillars Count! is a project that relies on citizen scientists (you!) to help understand some of the most important organisms in our ecosystems—caterpillars and other insects—by conducting surveys of the plants and trees around them. 

WHY SURVEY CATERPILLARS?
* Caterpillars are an important food source for birds and other wildlife. 
* Some caterpillars have economic and environmental impacts on our forests and crops. 
* Caterpillars may provide insight into how climate change is affecting ecosystems around us.

SUBMIT YOUR OBSERVATIONS TO HELP US:
* understand how the abundance of these insects varies from rural country sides to major urban areas,
* and over broad geographic gradients across the globe!
* track how the abundance of caterpillars and other insects varies as the seasons shift from spring into summer. 
* track how seasonal variation in caterpillar abundance varies from year to year.

Your observations will be analyzed by scientists, and you can visualize the data submitted by yourself and others through our website. Visit caterpillarscount.unc.edu to learn more!",https://apps.apple.com/us/app/caterpillars-count/id1366400875?uo=4,['EN'],https://caterpillarscount.unc.edu
Build4People: Citizen Science,NXT YOU GmbH,"Citizen Science is a free app for Phnom Penh residents to evaluate their perceptions of urban green infrastructure (UGI) and their self-assessed quality of life (QoL).

Rapid urbanization in Phnom Penh has reduced green spaces, negatively affecting the environment, well-being, health, and overall quality of life.
Understanding these perceptions is key to informed urban planning and sustainable development.

This app aims to gather insights from residents about UGI and QoL to directly contribute to sustainable urban development in Phnom Penh.",https://apps.apple.com/us/app/build4people-citizen-science/id6478510837?uo=4,['EN'],https://build4people.org/
IPM Popillia Pest Management,SPOTTERON Gmbh,"IPM-Popillia aims to address the challenge of a new risk to plant health in Europe, the invasion of the Japanese beetle, Popillia japonica. This pest was introduced accidentally to mainland Europe in 2014 (EPPO 2014) and can easily spread in the course of trade and the movement of goods and people. P. japonica threatens the entire agricultural sector, urban landscapes, and biodiversity in invaded areas.

Prevention of the species’ invasion faces two constraints: The possibilities to restrict the movement of goods and people are limited, and successful eradication of the population established south of the Italian-Suisse border is impossible. With the IPM (Integrated Pest Management) Citizen Science App, the public can contribute sightings of the Japanese Beetle and participate in location monitoring. The App allows recording beetle sightings selection of damaged crops, fruits, vegetables, and other plant species. With your Citizen Science observations for agricultural fields or in your garden and private horticulture, you help the team of IPM Popillia to combat the invasive species and ensure food safety in agriculture in Europe, the US, and beyond.

Recently, EFSA and the JCR of the European commission have nominated P. japonica as a candidate high priority pest in the new EU Plant health Law. Against this background, it is paramount to develop measures that help to confine the spread of the new pest and prevent the build-up of high population densities that cause economic loss to agricultural crops and increase migration pressure of the Japanese beetles.

The project IPM-Popillia develops these measures. It involves teams working in the core of the recent outbreak area, conducting fit-for-purpose practical research in a European environment that can be applied immediately as short-term containment measures. In the longer term, IPM-Popillia provides tools and advice on managing the pest on a larger, European continental scale and how to be better prepared for similar pest invasions in the future.
The interactive App and the user community run on the SPOTTERON Citizen Science platform on www.spotteron.app.",https://apps.apple.com/us/app/ipm-popillia-pest-management/id1609972479?uo=4,"['EN', 'DE']",https://www.popillia.eu/
Mosquito Alert,John Palmer,"Join the world's largest mosquito surveillance network. Contribute to the study and monitoring of invasive mosquitoes and mosquitoes of epidemiological interest with the Mosquito Alert app. With it you will be able to report mosquito observations, mosquito breeding sites, and keep a record of mosquito bites.

By sharing your observations, you will be providing information that scientists can use in their research to better understand the ecology of mosquitoes, disease transmission, and provide data to improve their management.

Mosquito Alert is a citizen science project coordinated by several public research centers, CEAB-CSIC, UPF and CREAF, whose objective is to study, monitor and fight against the spread of disease-carrying mosquitoes.

What can you do with the app?

-Notify the presence of five species of mosquitoes:
(1)	the tiger mosquito (Aedes albopictus)
(2)	the yellow fever mosquito (Aedes aegypti)
(3)	the Asian bush mosquito (Aedes japonicus)
(4)	Aedes koreicus
(5)	the common house mosquito (Culex pipiens)

-Identify their breeding places in your area
-Notify when you receive a bite
-Validate the photos of other participants

A community of more than 50 international expert entomologists will validate the photos you send to the platform, thus being able to learn to identify the mosquito species of health interest. All observations are made public on the Mosquito Alert map website, where they can be viewed and downloaded, as well as exploring the models developed from the contributions of the participants.

Your contributions are very useful for science!

The Mosquito Alert app is available in more than 17 European languages: Spanish, Catalan, English, Albanian, German, Bulgarian, Croatian, Dutch, French, Greek, Hungarian, Italian, Luxembourgish, Macedonian, Portuguese, Romanian, Serbian, Slovenian, Turkish .



----------------------------------------------
For more information, visit http://www.mosquitoalert.com/en/

or follow us on social networks:

Twitter @Mosquito_Alert
----------------------------------------------",https://apps.apple.com/us/app/mosquito-alert/id890635644?uo=4,['EN'],http://www.mosquitoalert.com
Citizen Scientist,NOMAD.ORG.UK LTD,"Citizen Scientist is an app that measures your experience of urban or rural living in the moment. 

The Citizen Scientist app uses a technology called “ecological momentary assessment” to monitor how the surrounding environment affects our mental wellbeing.
This technology involves presenting people with a prompt at random times, inviting them to answer questions about their surrounding environment and mental wellbeing. 
After answering the questions, participants are also invited to take a photograph of the ground or floor where they are standing and/or a short audio recording of their current environment.

Once you start answering the questions you will be able to access an individualised report which summarises your experiences. 

In addition, Citizen Scientist integrates with the Health app to record information about geographical location data; participants can decide whether or not to provide this information.

The data will help us understand how different aspects of the surrounding environment affect mental wellbeing, and will be used to inform novel clinical interventions and the planning and design of healthier cities.

Participation in this research project is anonymous, and the information provided by individual participants is kept private and confidential.",https://apps.apple.com/us/app/citizen-scientist/id6504582629?uo=4,['EN'],https://www.natureboostproject.com
MedusApp,Ramon Palacios Saez,"Collaborate with science and at the same time benefit citizens by sending your sightings. Medusapp will inform you as soon as you run the app if within a radius of 5 km. Around you there have been sightings or jellyfish-free beach reports in recent days.

Obtaining information about sightings and stings of jellyfish, is crucial for the various scientific research works and have a small tool, that anyone can have installed on their mobile phone and that simplifies the task of reporting where jellyfish or jellyfish are located its effects on people is just what was needed to provide data to science.

Just take the photo to the jellyfish with Medusapp, and when you send it you will also be sending GPS coordinates to make a real-time map of the places where these marine animals are sighted. You can also select the species or use the new function based on IA to try to recognice the species. Anyway, scientists will already be responsible for classifying it.

With this application you can also report other types of sightings of marine eventualities, as well as the effects of their bites.

In addition, it includes a guide of small aid in case of sting, and another of recognition of different species of jellyfish.

Scientific development and scientific-medical data management by Dr. Cesar Bordehore and Dr. Eva S. Fonfría. Multidisciplinary Institute for the Study of the Environment ""Ramon Margalef"", University of Alicante. Dra. Victoria del Pozo and Dra Mar Fernández Nieto. CIBER CIBERES Respiratory Diseases. Immunoallergy Laboratory, Dep. Of Immunology, Giménez Díaz Foundation Health Research Institute (IIS-FJD).

Developed by Ramón Palacios and Eduardo Blasco as a contribution to citizen science.

The information on jellyfish and first aid comes from the LIFE Cubomed project (www.cubomed.eu), of which Dr. Bordehore participates.

Photographs of jellyfish sightings will be made public through the map, while photographs of of bites will not be made public.",https://apps.apple.com/us/app/medusapp/id1182365420?uo=4,['EN'],http://medusapp.net
CoastSnap | SPOTTERON,SPOTTERON Gmbh,"CoastSnap is a global citizen science project to capture our changing coastlines. No matter where you are in the world, if you have a smartphone and an interest in the coast, we welcome you to participate!

CoastSnap relies on repeat photos at the same location to track how the coast is changing over time due to processes such as storms, rising sea levels, human activities, and other factors. Using a specialized technique known as photogrammetry, CoastSnap turns your photos into valuable coastal data that is used by coastal scientists to understand and forecast how coastlines might change in the coming decades. Photogrammetry enables the position of the coastline to be pinpointed from your snaps with an accuracy similar to that of professional coastal survey teams. All we ask is that you take the photos at the same location (by using one of our official CoastSnap camera cradles or a do-it-yourself adaptation) and record the precise photo time in the App. The more photos we have of a particular site, the better our understanding becomes of how that coastline is changing over time.The CoastSnap App is running on the SPOTTERON Citizen Science platform.",https://apps.apple.com/us/app/coastsnap-spotteron/id1529921850?uo=4,"['EN', 'DE']",https://www.spotteron.net/
ORCA Oceanwatchers,Organisation Cetacea,"ORCA are a whale and dolphin charity who use the power of citizen science to keep marine mammals safe around the UK and Europe - and now YOU can help them with this brand new smartphone app!

ORCA Oceanwatchers are our army of volunteers who look out for whales and dolphins around the UK coastline and out at sea, recording vital scientific data about the amazing marine wildlife we see on our doorstep. 

After taking part in one of our online training courses at www.orcaweb.org.uk/train, you will be able to join this incredible network, using this brand new smartphone app to record the animals you see, as well as the environmental conditions around them.

You can then head to the coast to watch from a cliff top, or if you are out at sea you can record data from whatever ship or boat you might be on.

FEATURES:
- Conduct scientific surveys as an ORCA Oceanwatcher, collect data to help ORCA's conservation work
- Intuitive design able to help you positively identify the species you have seen
- Easy-to-use interface to make the process of recording high quality scientific data as simple as possible
- Ability to review your survey history to look back on previous encounters and track your journey as an ORCA Oceanwatcher
- Species guide with key information on the most commonly encounter whale and dolphin species around the UK

This app is 100% FREE but to collect data you will need to take an ORCA Oceanwatchers course. You can register at www.orcaweb.org.uk/train.",https://apps.apple.com/us/app/orca-oceanwatchers/id1533410961?uo=4,['EN'],https://www.orca.org.uk
ZSL Instant Wild,Zoological Society of London (ZSL),"ZSL’s Instant Wild app empowers you to take part in vital conservation work, bringing you LIVE images and videos from amazing locations all around the world. By identifying the animals in each image, you are contributing to conservation and making a positive impact on the future for wildlife.

This is the next generation of Instant Wild, which mobilises people power to scale up important animal monitoring work, helping scientists to protect wildlife and secure a richer biodiversity for all!

What rare species will you find?

Key features:

* View and identify images and video transmitted live from the field and contribute to conservation research wherever you are.
* Follow projects to support conservation work that you’re specifically interested in and curate your own feed on your home page.
* Gain badges, work towards being one of our daily Top Spotters and get shout outs for your hard work.
* See exactly how many animals – including endangered ones - you’ve spotted and save favourite images to your profile.
* Check out the leaderboards to see how you stack up against those leading the way in species identification both overall and for the rarest sightings.
* See latest news on Instant Wild and stay up to date with the latest conservation news from the Instant Wild team.
* Join our bustling Instant Wild community and discuss what’s been spotted in each photograph.
* Receive alerts to keep you updated on the latest from projects you follow.
* Share the most interesting images and videos on social media.
 
 
How it works:

Motion triggered cameras are a crucial tool for monitoring animal populations and movements, and this information allows us to develop methods for conserving them. As an animal moves past one of our Instant Wild cameras it will trigger, taking a photo which is immediately sent back to the app in real time for identification by you. Identifying thousands of images takes time but with your help we can identify even more species and help to protect them. 

You don’t need any qualifications or special expertise to take part – lots of help is provided to make sure you make the right identification – simply sign up and start tagging the animals in the images.

Your involvement will not only contribute to conservation, making you part of our ZSL community, you’ll also get a window into the some of the world’s wildest places. 
 
 
 
Instant Wild is a Zoological Society of London (ZSL) Initiative.
Founded in 1826, ZSL is a global conservation charity with a mission to conserve the planet's wildlife and their habitats. With two Zoos, a renowned Institute of Zoology and over 50 conservation projects worldwide, ZSL uses ground-breaking science to fuel life-changing conservation.",https://apps.apple.com/us/app/zsl-instant-wild/id1290294097?uo=4,['EN'],https://www.zsl.org/instant-wild-about
Black hole finder,DDQ,"Welcome to the Black Hole Finder, an exciting citizen science project dedicated to discovering black holes, particularly those formed from the fusion of two neutron stars. You have the unique opportunity to contribute to this cutting-edge research from the comfort of your home, using your phone, tablet, or computer.

Our app brings the cosmos to your fingertips. When two neutron stars merge, they create a powerful event, sending gravitational waves through space. These events are detected by our gravitational wave detectors, which alert us to potential black hole formations. Mergers of this kind not only create black holes but also give birth to rare Earth elements such as Iodine, Gold, and Cerium. All these elements, especially Iodine, play crucial roles in supporting life as we know it.

In addition to gravitational waves, these cosmic collisions emit light signals. The chase is on to detect these signals with our trio of specially designed BlackGEM telescopes located in Chile. The catch is that the detectors only provide a general localization of the event and the light signals are fleeting. Therefore, we need to act quickly to capture these signals before they fade away after a few days or a week at most.

That's where you come in! Using our app, you will sift through real-time images of the sky taken by our BlackGEM telescopes. You will help us spot these light signals, effectively identifying potential new black holes. Not only will you be possibly among the first to set eyes on the light from these celestial events, but with some training, you may also direct telescopes to take additional measurements of intriguing objects.

Your contributions to science won't go unnoticed. Participants who make significant discoveries will be offered co-authorship on scientific publications that result from their findings. We also provide training and guidance to enrich your understanding of the cosmos.

The Black Hole Finder project is not just about making significant scientific contributions. It's about engaging with the wonders of the universe, learning about the intricate processes that drive its dynamics, and having fun while doing it!

So, join us on this thrilling journey of discovery and exploration. Download the Black Hole Finder app now and start your cosmic adventure!",https://apps.apple.com/us/app/black-hole-finder/id6446029571?uo=4,['EN'],https://www.pocket.science/products/blackholefinder/
BiciZen,SPOTTERON Gmbh,"BiciZen App aims to learn about urban mobility, public engagement, and cycling through a citizen science platform that empowers urban cyclists with relevant travel information and supports cities in their transition to a low-carbon mobility future. 

BiciZen allows you to share your cycling experiences and learn from other cyclists. You can share things such as where you feel safe or happy when cycling, where you found something obstructing your way that should be removed, where more cycling infrastructure would be needed, or even organize a bicibus to go to work or school with other cyclists. 

What we want is to create a space where you can share the nice spots and areas to cycle in your city so that other cyclists can enjoy them. We also want to allow you to report bad experiences and things that should be improved because if they are not recorded, they are usually not dealt with. And finally, we want to offer a space to propose and imagine how cities should be changed so that they are more friendly to bicycles and cyclists. 

The information collected through the app is available on the BiciZen website so that anybody can explore and learn using it. It will help cyclists improve their daily cycling routine, assist policymakers with direct feedback from the cycling community, and generate data for scholars who aim to inform urban mobility policy and learn about citizen science and public engagement processes.

The BiciZen App is running on the SPOTTERON Citizen Science Platform.",https://apps.apple.com/us/app/bicizen/id1671632609?uo=4,"['EN', 'DE']",https://www.bicizen.org/
