name,url,developer,rating,currency,description,language
Dawn Chorus,https://apps.apple.com/us/app/dawn-chorus/id1557441003?uo=4,Natural Apptitude,4.66667,USD,"Dawn Chorus is a project that combines conservation, science, and art. Under the motto Stop and Listen, it creatively brings humans and nature back together: People around the world take a minute in the morning to listen to the bird concert around them, record it, and upload it to a global database. This data is made available to art and science in order to gain insights into the conservation of biodiversity, for example.

With the Dawn Chorus app, users can easily and quickly make their recordings. They can  also learn more about bird songs and give free rein to their creativity – for example, with the media art feature ""Sonic Feather,"" which transforms movement and sound into art.

The app's data is only used in anonymous form and solely for scientific and artistic purposes. The app also works offline; in this case, the data is stored locally on the smartphone and can be uploaded later.

Dawn Chorus was launched in 2020 as a citizen science and arts project by BIOTOPIA – Nature Museum Bavaria (Munich) and the Art and Nature Foundation (Nantesbuch), in collaboration with the Max Planck Society. The Bavarian State Association for Bird Conservation (LBV) is also a partner. More information at https://dawn-chorus.org/.","['EN', 'DE']"
BeeMachine,https://apps.apple.com/us/app/beemachine/id1628232687?uo=4,Brian Spiesman,5.0,USD,"Identify bee species using computer vision. BeeMachine is a free community science app and a fun way to learn about the different bee species in your neighborhood or anywhere your adventures take you. Save your sightings, map them, and explore the diversity of bees. BeeMachine was developed by a small team of scientists and enthusiasts to provide expert-level identification skills for all. Your sightings will help scientists understand trends in bee populations and help us conserve these essential pollinators.

Privacy Policy: https://beemachine.ai/page/privacy-policy
Terms of Service: https://dev.beemachine.ai/page/terms-of-use",['EN']
Happiness Quest,https://apps.apple.com/us/app/happiness-quest/id1602523342?uo=4,Robb Rutledge,4.66667,USD,"Happiness is really complicated and scientists still don't understand how it works. Happiness Quest is a citizen science project started by psychologists at Yale University and University College London.

We bring classic psychology experiments from the research lab to your pocket!

By playing the short games in the app, you are helping researchers discover what makes happiness go up and down, a crucial piece of research that can contribute to our understanding of mood disorders like anxiety and depression. 

We are trying to figure out the equations for happiness. Anyone can contribute to happiness research in just a few minutes!",['EN']
BirdTrack,https://apps.apple.com/us/app/birdtrack/id596839218?uo=4,BTO,4.0,USD,"Want an easy way to record the birds you see, and keep track of what you have seen? The BirdTrack app makes recording your sightings easy and your birdwatching more rewarding; plus your sightings support research and conservation at the local, national and global scale. Whether you want to record single sightings of those special birds or make a list of all the birds you see whilst birdwatching on a local patch you can do both from the palm of your hand. This free app links directly to your BirdTrack account on the web and acts as your digital notebook, enabling you to quickly and easily record the information you want for the birds (and some other wildlife groups) you see.

With our app, you can:

• Select the species you saw from an illustrated checklist of the most likely species based on BirdTrack data for your location and the time of year.
• Offline mapping and observation recording, enabling use in places with no data connection.
• Keep records of birds seen anywhere in the world.
• See suggestions of local birdwatching places; add records for these popular places to help monitor their bird populations.
• Add sightings for some other taxa groups, including amphibians, butterflies, dragonflies, mammals, orchids, and reptiles. (UK only).
• View and edit previous sightings directly on your device.
• View a map of recent sightings made by the BirdTrack community.
• Keep track of your year and life lists, plus see lists of ‘target’ species seen by other BirdTrack users.
• Option to share your sightings via social media.
• Add optional information to your sightings, including breeding evidence, plumage details, and sensitive record settings to control the visibility of your records.
• Sightings are seamlessly synchronised with your BirdTrack account, so you can see all your observations whether you are viewing via your device or via the website.

Developed by the British Trust for Ornithology, on behalf of the BirdTrack partnership.",['EN']
Monarch Migration - Tracking Monarch Butterfly Migration,https://apps.apple.com/us/app/monarch-migration-tracking-monarch-butterfly-migration/id1023464725?uo=4,Conserve.IO,2.0,USD,"Monarch migration is a science research tool for tracking the migration behavior of monarch butterflies.  Its primary function is to allow users to quickly enter location information and flight characteristics (body direction and flight direction) for upload to a cloud-based server.  The directional data is gathered from the mobile devices compass.  Georeferencing and time is gathered from the devices OS.  There are two projects this will support: 

Marine Monarchs:  a focused program to study how monarch butterflies use offshore oil platforms in the Gulf of Mexico.  This is project is run by Dr. Tracy Villareal at the University of Texas, Austin.  The program is described at  https://sites.cns.utexas.edu/marine_monarchs.  Observations are needed in the September to October window when monarchs are in their fall migration.   

Migration Compasses:  Dr. Chip Taylor of Monarch Watch (Kansas University) is interested in the compasses that monarchs use during their migration. This app will gather information on both the bearing of the butterfly’s body (body vector) and a separate measurement of the direction they are moving (the vanishing bearing or flight vector).  Information on Monarch Watch can be found at  http://monarchwatch.org/

*****
Continued use of GPS running in the background can dramatically decrease battery life.",['EN']
Texas Invaders,https://apps.apple.com/us/app/texas-invaders/id572419215?uo=4,Charles T. Bargeron,3.85714,USD,"The Invaders of Texas Citizen Science program collects species observations from volunteer ""citizen scientists"" trained to use a specially developed Invasive Species Early Detection and Reporting Kit. With this kit, volunteers detect invaders' arrival and dispersal in their own local areas. The purpose of this database is to provide geographical locations and distributional information for known and ""potentially"" invasive plant species.",['EN']
OpenRadiation,https://apps.apple.com/us/app/openradiation/id1246249831?uo=4,IRSN,3.0,USD,"Looking to know the level of radioactivity around you and assess your exposure to ionising radiation?  Thanks to this application, and a compatible sensor, you can measure radioactivity.

You can also contribute to a citizen science project, by helping to create a collaborative data base of radioactivity measurements in the environment: OpenRadiation (published under an Open Database License). 

You will then be able to share your measurements using the application and view the data in the application or on the website www.openradiation.org.

Create an account on the website www.openradiation.org, and obtain a compatible sensor (see the list of compatible sensors at www.openradiation.org). Activate Bluetooth under your mobile, configure your sensor to measure radioactivity, and publish your measurements. If you do not have a compatible sensor, you can always enter your measurements manually on the website or via the application.

OpenRadiation currently brings together the following scientific and academic partners: IFFO-RME - training network in major educational risks -,   IRSN - public expert in research and expertise on nuclear and radiological risks -, Planète Sciences – association contributing to the scientific and technical culture of young people - and SORBONNE UNIVERSITE Fablab - digital fabrication and rapid prototyping workshop, open to students, staff and the general public.","['EN', 'FR']"
WiBee,https://apps.apple.com/us/app/wibee/id1483549326?uo=4,Daniel Imhoff,4.33333,USD,"Take a short survey on a nice day to catalog bee species and their frequency in small areas, helping scientists discover insights on native bee populations.",['EN']
CitSci,https://apps.apple.com/us/app/citsci/id657196305?uo=4,Greg Newman,4.0,USD,The CitSci mobile app is a data collection app for citizen scientists that syncs up with CitSci.org.  The app augments the web site by empowering users to collect and upload observations to CitSci.org. The app helps people and communities do great citizen science.,['EN']
TLI Civic Science,https://apps.apple.com/us/app/tli-civic-science/id1584875100?uo=4,Greg Newman,0.0,USD,"TLI CivSci is The Land Institute’s free agroecology data collection mobile app for perennial grain civic science projects that syncs up with CitSci.org. The app helps participants and researchers collaborate to build scientific knowledge, communities, and stories that advance diverse, perennial grain agriculture. Learn more at LandInstitute.org",['EN']
Big Butterfly Count,https://apps.apple.com/us/app/big-butterfly-count/id658158833?uo=4,Butterfly Conservation Trading Ltd,4.75,USD,"Take part in the UK’s annual Big Butterfly Count with this easy to use and informative app. 

Spend 15 minutes in nature and help butterflies at the same time. All you need to do is identify and count the relevant butterfly and moth species you spot. Then submit your sightings to help take the pulse of nature. Your records help to show how butterflies are faring in the UK.

The app features a beautiful ID guide to help you identify and learn about the 21 species that are the focus of this study. You can also view all of your submitted counts and see everyone's records on the map within the app.",['EN']
Caterpillars Count!,https://apps.apple.com/us/app/caterpillars-count/id1366400875?uo=4,University of North Carolina,4.85714,USD,"Caterpillars Count! is a project that relies on citizen scientists (you!) to help understand some of the most important organisms in our ecosystems—caterpillars and other insects—by conducting surveys of the plants and trees around them. 

WHY SURVEY CATERPILLARS?
* Caterpillars are an important food source for birds and other wildlife. 
* Some caterpillars have economic and environmental impacts on our forests and crops. 
* Caterpillars may provide insight into how climate change is affecting ecosystems around us.

SUBMIT YOUR OBSERVATIONS TO HELP US:
* understand how the abundance of these insects varies from rural country sides to major urban areas,
* and over broad geographic gradients across the globe!
* track how the abundance of caterpillars and other insects varies as the seasons shift from spring into summer. 
* track how seasonal variation in caterpillar abundance varies from year to year.

Your observations will be analyzed by scientists, and you can visualize the data submitted by yourself and others through our website. Visit caterpillarscount.unc.edu to learn more!",['EN']
Build4People: Citizen Science,https://apps.apple.com/us/app/build4people-citizen-science/id6478510837?uo=4,NXT YOU GmbH,0.0,USD,"Citizen Science is a free app for Phnom Penh residents to evaluate their perceptions of urban green infrastructure (UGI) and their self-assessed quality of life (QoL).

Rapid urbanization in Phnom Penh has reduced green spaces, negatively affecting the environment, well-being, health, and overall quality of life.
Understanding these perceptions is key to informed urban planning and sustainable development.

This app aims to gather insights from residents about UGI and QoL to directly contribute to sustainable urban development in Phnom Penh.",['EN']
GulfSeeLife,https://apps.apple.com/us/app/gulfseelife/id1663175750?uo=4,"Elemental Methods, LLC",5.0,USD,"Become a citizen scientist today with GulfSeeLife, the ultimate app for sharing your Gulf coast observations with friends and family!
Perfect for nature enthusiasts, aspiring scientists, and curious explorers, GulfSeeLife teaches you how to help your community identify species the human way. Take pictures, record details, and share your findings with a community dedicated to understanding and preserving the Gulf of Mexico's biodiversity. Help in collaborative research projects, interact with other observers in your community and neighboring states, and be the first to report animal incidents and marine hazards.

Key Features:
* Share Your Observations: Easily capture and share your nature discoveries with friends and family. Add photos, locations, and notes to create a detailed record of your observations.
* Help Identify Species: Access a comprehensive database of species with detailed descriptions and images. Enhance your knowledge and learn to identify species independently, without using AI.
* Collaborative Projects: Join or initiate scientific research projects, collaborate with other nature enthusiasts, and contribute to significant scientific research.
* Community Insights: Engage with an active scientific community. Receive feedback on your observations and help others identify species through collective knowledge.
* Earn Points and Badges for active participation and collaboration. Become a recognized expert citizen scientist by sharing and participating regularly. 

GulfSeeLife empowers you to make a real impact on biodiversity conservation. Download now and start exploring!",['EN']
Citizen Scientist,https://apps.apple.com/us/app/citizen-scientist/id6504582629?uo=4,NOMAD.ORG.UK LTD,5.0,USD,"Citizen Scientist is an app that measures your experience of urban or rural living in the moment. 

The Citizen Scientist app uses a technology called “ecological momentary assessment” to monitor how the surrounding environment affects our mental wellbeing.
This technology involves presenting people with a prompt at random times, inviting them to answer questions about their surrounding environment and mental wellbeing. 
After answering the questions, participants are also invited to take a photograph of the ground or floor where they are standing and/or a short audio recording of their current environment.

Once you start answering the questions you will be able to access an individualised report which summarises your experiences. 

In addition, Citizen Scientist integrates with the Health app to record information about geographical location data; participants can decide whether or not to provide this information.

The data will help us understand how different aspects of the surrounding environment affect mental wellbeing, and will be used to inform novel clinical interventions and the planning and design of healthier cities.

Participation in this research project is anonymous, and the information provided by individual participants is kept private and confidential.",['EN']
Mosquito Alert,https://apps.apple.com/us/app/mosquito-alert/id890635644?uo=4,John Palmer,3.66667,USD,"Join the world's largest mosquito surveillance network. Contribute to the study and monitoring of invasive mosquitoes and mosquitoes of epidemiological interest with the Mosquito Alert app. With it you will be able to report mosquito observations, mosquito breeding sites, and keep a record of mosquito bites.

By sharing your observations, you will be providing information that scientists can use in their research to better understand the ecology of mosquitoes, disease transmission, and provide data to improve their management.

Mosquito Alert is a citizen science project coordinated by several public research centers, CEAB-CSIC, UPF and CREAF, whose objective is to study, monitor and fight against the spread of disease-carrying mosquitoes.

What can you do with the app?

-Notify the presence of mosquitoes:

-Identify their breeding places in your area
-Notify when you receive a bite
-Validate the photos of other participants

A community of more than 50 international expert entomologists will validate the photos you send to the platform, thus being able to learn to identify the mosquito species of health interest. All observations are made public on the Mosquito Alert map website, where they can be viewed and downloaded, as well as exploring the models developed from the contributions of the participants.

Your contributions are very useful for science!

The Mosquito Alert app is available in more than 17 European languages: Spanish, Catalan, English, Albanian, German, Bulgarian, Croatian, Dutch, French, Greek, Hungarian, Italian, Luxembourgish, Macedonian, Portuguese, Romanian, Serbian, Slovenian, Turkish .



----------------------------------------------
For more information, visit http://www.mosquitoalert.com/en/

or follow us on social networks:

Twitter @Mosquito_Alert
----------------------------------------------","['SQ', 'EU', 'BN', 'BG', 'CA', 'HR', 'NL', 'EN', 'FR', 'GL', 'DE', 'EL', 'HU', 'IT', 'LB', 'MK', 'PT', 'RO', 'SR', 'SL', 'ES', 'SV', 'TR']"
IPM Popillia Pest Management,https://apps.apple.com/us/app/ipm-popillia-pest-management/id1609972479?uo=4,SPOTTERON Gmbh,0.0,USD,"IPM-Popillia aims to address the challenge of a new risk to plant health in Europe, the invasion of the Japanese beetle, Popillia japonica. This pest was introduced accidentally to mainland Europe in 2014 (EPPO 2014) and can easily spread in the course of trade and the movement of goods and people. P. japonica threatens the entire agricultural sector, urban landscapes, and biodiversity in invaded areas.

Prevention of the species’ invasion faces two constraints: The possibilities to restrict the movement of goods and people are limited, and successful eradication of the population established south of the Italian-Suisse border is impossible. With the IPM (Integrated Pest Management) Citizen Science App, the public can contribute sightings of the Japanese Beetle and participate in location monitoring. The App allows recording beetle sightings selection of damaged crops, fruits, vegetables, and other plant species. With your Citizen Science observations for agricultural fields or in your garden and private horticulture, you help the team of IPM Popillia to combat the invasive species and ensure food safety in agriculture in Europe, the US, and beyond.

Recently, EFSA and the JCR of the European commission have nominated P. japonica as a candidate high priority pest in the new EU Plant health Law. Against this background, it is paramount to develop measures that help to confine the spread of the new pest and prevent the build-up of high population densities that cause economic loss to agricultural crops and increase migration pressure of the Japanese beetles.

The project IPM-Popillia develops these measures. It involves teams working in the core of the recent outbreak area, conducting fit-for-purpose practical research in a European environment that can be applied immediately as short-term containment measures. In the longer term, IPM-Popillia provides tools and advice on managing the pest on a larger, European continental scale and how to be better prepared for similar pest invasions in the future.
The interactive App and the user community run on the SPOTTERON Citizen Science platform on www.spotteron.app.","['EN', 'DE']"
MedusApp,https://apps.apple.com/us/app/medusapp/id1182365420?uo=4,Ramon Palacios Saez,5.0,USD,"Collaborate with science and at the same time benefit citizens by sending your sightings. Medusapp will inform you as soon as you run the app if within a radius of 5 km. Around you there have been sightings or jellyfish-free beach reports in recent days.

Obtaining information about sightings and stings of jellyfish, is crucial for the various scientific research works and have a small tool, that anyone can have installed on their mobile phone and that simplifies the task of reporting where jellyfish or jellyfish are located its effects on people is just what was needed to provide data to science.

Just take the photo to the jellyfish with Medusapp, and when you send it you will also be sending GPS coordinates to make a real-time map of the places where these marine animals are sighted. You can also select the species or use the new function based on IA to try to recognice the species. Anyway, scientists will already be responsible for classifying it.

With this application you can also report other types of sightings of marine eventualities, as well as the effects of their bites.

In addition, it includes a guide of small aid in case of sting, and another of recognition of different species of jellyfish.

Scientific development and scientific-medical data management by Dr. Cesar Bordehore and Dr. Eva S. Fonfría. Multidisciplinary Institute for the Study of the Environment ""Ramon Margalef"", University of Alicante. Dra. Victoria del Pozo and Dra Mar Fernández Nieto. CIBER CIBERES Respiratory Diseases. Immunoallergy Laboratory, Dep. Of Immunology, Giménez Díaz Foundation Health Research Institute (IIS-FJD).

Developed by Ramón Palacios and Eduardo Blasco as a contribution to citizen science.

The information on jellyfish and first aid comes from the LIFE Cubomed project (www.cubomed.eu), of which Dr. Bordehore participates.

Photographs of jellyfish sightings will be made public through the map, while photographs of of bites will not be made public.",['EN']
CoastSnap | SPOTTERON,https://apps.apple.com/us/app/coastsnap-spotteron/id1529921850?uo=4,SPOTTERON Gmbh,0.0,USD,"CoastSnap is a global citizen science project to capture our changing coastlines. No matter where you are in the world, if you have a smartphone and an interest in the coast, we welcome you to participate!

CoastSnap relies on repeat photos at the same location to track how the coast is changing over time due to processes such as storms, rising sea levels, human activities, and other factors. Using a specialized technique known as photogrammetry, CoastSnap turns your photos into valuable coastal data that is used by coastal scientists to understand and forecast how coastlines might change in the coming decades. Photogrammetry enables the position of the coastline to be pinpointed from your snaps with an accuracy similar to that of professional coastal survey teams. All we ask is that you take the photos at the same location (by using one of our official CoastSnap camera cradles or a do-it-yourself adaptation) and record the precise photo time in the App. The more photos we have of a particular site, the better our understanding becomes of how that coastline is changing over time.The CoastSnap App is running on the SPOTTERON Citizen Science platform.","['EN', 'DE']"
Learn Political Science Pro,https://apps.apple.com/us/app/learn-political-science-pro/id6448986513?uo=4,Haroon Khalil,4.0,USD,"This app is designed by students to several areas of political science such as international relations, comparative politics, Political philosophy. Learn Political Science is a professional app to Learning Political Science which to helps people to understand very easy. Learn Political Science is designed for
you as well research by professional teachers.

The branch of knowledge that deals with the state and systems of government the scientific analysis of Political activity and behaviour. Political Science scholars are primarily interested in understanding the role of power, material and other interests and political institutions in society.

Learn Political Science is the scientific study of politics. It is a social science dealing with systems of governance and power, and the analysis of political activities, political thought, political behavior, and associated constitutions and laws.

Political Science the systematic study of governance by the application of empirical and generally scientific methods of analysis. As traditionally defined and studied, Political Science examines the state and its organs and institutions. The contemporary discipline, however, is significantly broader than this, encompassing studies of all the societal, cultural, and psychological factors that mutually influence the operation of government and the body politics.

Science is a systematic study of the structure and behaviour of the physical and natural world through observation, experimentation, and the testing of theories against the evidence obtained. Science is the pursuit and application of knowledge and understanding of the natural and social world.

Politics is the set of activities that are associated with making decisions in groups, or other forms of power relations among individuals, such as the distribution of resources or status. The branch of social science that studies politics and government is referred to as political science.

Topics:
- Introduction.
- Concept Of Sovereignty In Political Theory.
- Concept Of Sovereignty Challenged.
- Concepts And Theories Of Democracy.
- Principles Of Liberty And Freedom.
- Principle Of Rights.
- Principle Of Equality.
- Principle Of Justice.
- Political Obligation, Resistance And Revolution.
- Theories Of Power, Dominance And Hegemony.
- Theory Of Political Culture.
- Theories Of Political Economy.
- Methods And Models Of Political Study And Analysis- Power Transmission.
- Concept Of The State In Political Theory And International Relations.
- Perspectives And Theories On The Origin Of The State- Fluid Mechanics And Hydraulic Machines.
- Roles And Functions Of The State And The Nature Of State Power- Manufacturing Systems.

Why Learn Political Science:

Political Science is excellent preparation for a career. The study of political science prepares students for a variety of careers including law, journalism, international affairs, elementary and secondary education, and positions in government agencies and political offices.

What is Political Science:

Political Science focuses on the theory and practice of government and politics at the local, state, national, and international levels. We are dedicated to developing understandings of institutions, practices, and relations that constitute public life and modes of inquiry that promote citizenship.",['EN']
ORCA Oceanwatchers,https://apps.apple.com/us/app/orca-oceanwatchers/id1533410961?uo=4,Organisation Cetacea,5.0,USD,"ORCA are a whale and dolphin charity who use the power of citizen science to keep marine mammals safe around the UK and Europe - and now YOU can help them with this brand new smartphone app!

ORCA Oceanwatchers are our army of volunteers who look out for whales and dolphins around the UK coastline and out at sea, recording vital scientific data about the amazing marine wildlife we see on our doorstep. 

After taking part in one of our online training courses at www.orcaweb.org.uk/train, you will be able to join this incredible network, using this brand new smartphone app to record the animals you see, as well as the environmental conditions around them.

You can then head to the coast to watch from a cliff top, or if you are out at sea you can record data from whatever ship or boat you might be on.

FEATURES:
- Conduct scientific surveys as an ORCA Oceanwatcher, collect data to help ORCA's conservation work
- Intuitive design able to help you positively identify the species you have seen
- Easy-to-use interface to make the process of recording high quality scientific data as simple as possible
- Ability to review your survey history to look back on previous encounters and track your journey as an ORCA Oceanwatcher
- Species guide with key information on the most commonly encounter whale and dolphin species around the UK

This app is 100% FREE but to collect data you will need to take an ORCA Oceanwatchers course. You can register at www.orcaweb.org.uk/train.",['EN']
ZSL Instant Wild,https://apps.apple.com/us/app/zsl-instant-wild/id1290294097?uo=4,Zoological Society of London (ZSL),1.88889,USD,"ZSL’s Instant Wild app empowers you to take part in vital conservation work, bringing you LIVE images and videos from amazing locations all around the world. By identifying the animals in each image, you are contributing to conservation and making a positive impact on the future for wildlife.

This is the next generation of Instant Wild, which mobilises people power to scale up important animal monitoring work, helping scientists to protect wildlife and secure a richer biodiversity for all!

What rare species will you find?

Key features:

* View and identify images and video transmitted live from the field and contribute to conservation research wherever you are.
* Follow projects to support conservation work that you’re specifically interested in and curate your own feed on your home page.
* Gain badges, work towards being one of our daily Top Spotters and get shout outs for your hard work.
* See exactly how many animals – including endangered ones - you’ve spotted and save favourite images to your profile.
* Check out the leaderboards to see how you stack up against those leading the way in species identification both overall and for the rarest sightings.
* See latest news on Instant Wild and stay up to date with the latest conservation news from the Instant Wild team.
* Join our bustling Instant Wild community and discuss what’s been spotted in each photograph.
* Receive alerts to keep you updated on the latest from projects you follow.
* Share the most interesting images and videos on social media.
 
 
How it works:

Motion triggered cameras are a crucial tool for monitoring animal populations and movements, and this information allows us to develop methods for conserving them. As an animal moves past one of our Instant Wild cameras it will trigger, taking a photo which is immediately sent back to the app in real time for identification by you. Identifying thousands of images takes time but with your help we can identify even more species and help to protect them. 

You don’t need any qualifications or special expertise to take part – lots of help is provided to make sure you make the right identification – simply sign up and start tagging the animals in the images.

Your involvement will not only contribute to conservation, making you part of our ZSL community, you’ll also get a window into the some of the world’s wildest places. 
 
 
 
Instant Wild is a Zoological Society of London (ZSL) Initiative.
Founded in 1826, ZSL is a global conservation charity with a mission to conserve the planet's wildlife and their habitats. With two Zoos, a renowned Institute of Zoology and over 50 conservation projects worldwide, ZSL uses ground-breaking science to fuel life-changing conservation.",['EN']
Discovery Tool Our Voice,https://apps.apple.com/us/app/discovery-tool-our-voice/id1171935766?uo=4,Stanford University,4.0,USD,"In the Our Voice approach, Citizen Scientists gather and analyze community data, then share their findings with decision makers to advocate for changes in the local environment, with the ultimate goal of advancing health equity.",['EN']
Black hole finder,https://apps.apple.com/us/app/black-hole-finder/id6446029571?uo=4,DDQ,4.0,USD,"Welcome to the Black Hole Finder, an exciting citizen science project dedicated to discovering black holes, particularly those formed from the fusion of two neutron stars. You have the unique opportunity to contribute to this cutting-edge research from the comfort of your home, using your phone, tablet, or computer.

Our app brings the cosmos to your fingertips. When two neutron stars merge, they create a powerful event, sending gravitational waves through space. These events are detected by our gravitational wave detectors, which alert us to potential black hole formations. Mergers of this kind not only create black holes but also give birth to rare Earth elements such as Iodine, Gold, and Cerium. All these elements, especially Iodine, play crucial roles in supporting life as we know it.

In addition to gravitational waves, these cosmic collisions emit light signals. The chase is on to detect these signals with our trio of specially designed BlackGEM telescopes located in Chile. The catch is that the detectors only provide a general localization of the event and the light signals are fleeting. Therefore, we need to act quickly to capture these signals before they fade away after a few days or a week at most.

That's where you come in! Using our app, you will sift through real-time images of the sky taken by our BlackGEM telescopes. You will help us spot these light signals, effectively identifying potential new black holes. Not only will you be possibly among the first to set eyes on the light from these celestial events, but with some training, you may also direct telescopes to take additional measurements of intriguing objects.

Your contributions to science won't go unnoticed. Participants who make significant discoveries will be offered co-authorship on scientific publications that result from their findings. We also provide training and guidance to enrich your understanding of the cosmos.

The Black Hole Finder project is not just about making significant scientific contributions. It's about engaging with the wonders of the universe, learning about the intricate processes that drive its dynamics, and having fun while doing it!

So, join us on this thrilling journey of discovery and exploration. Download the Black Hole Finder app now and start your cosmic adventure!",['EN']
Zydeco Inquiry,https://apps.apple.com/us/app/zydeco-inquiry/id608543299?uo=4,The University of Michigan,5.0,USD,"Now kids can do science inquiry on-the-go in fun and engaging ways!

Centered on an open-ended question, this iPad app comes will all the tools to help kids engage in planning scientific investigations, collecting and annotating multimedia data from anywhere, and analyzing that data to create scientific explanations. This app helps motivate kids to do science by promoting learning with others, collecting data that is interesting to them, and allowing ownership over their data. This app is ideal for inquisitive kids of all ages, class field trips, summer camps, and homeschoolers!

Educators at the University of Michigan and throughout Southeast Michigan have designed Zydeco. For more information, visit http://zydeco.soe.umich.edu/",['EN']
BiciZen,https://apps.apple.com/us/app/bicizen/id1671632609?uo=4,SPOTTERON Gmbh,0.0,USD,"BiciZen App aims to learn about urban mobility, public engagement, and cycling through a citizen science platform that empowers urban cyclists with relevant travel information and supports cities in their transition to a low-carbon mobility future. 

BiciZen allows you to share your cycling experiences and learn from other cyclists. You can share things such as where you feel safe or happy when cycling, where you found something obstructing your way that should be removed, where more cycling infrastructure would be needed, or even organize a bicibus to go to work or school with other cyclists. 

What we want is to create a space where you can share the nice spots and areas to cycle in your city so that other cyclists can enjoy them. We also want to allow you to report bad experiences and things that should be improved because if they are not recorded, they are usually not dealt with. And finally, we want to offer a space to propose and imagine how cities should be changed so that they are more friendly to bicycles and cyclists. 

The information collected through the app is available on the BiciZen website so that anybody can explore and learn using it. It will help cyclists improve their daily cycling routine, assist policymakers with direct feedback from the cycling community, and generate data for scholars who aim to inform urban mobility policy and learn about citizen science and public engagement processes.

The BiciZen App is running on the SPOTTERON Citizen Science Platform.","['EN', 'DE']"
iSeeMammals,https://apps.apple.com/us/app/iseemammals/id1149065171?uo=4,"Gorges, Inc.",5.0,USD,"Help researchers study black bears with iSeeMammals! Use the app to 1) take photos of bears and their sign (tracks, scat, hair, and markings), 2) track a hike, and 3) set up and monitor fixed/trail cameras. Your contributions will inform bear management in New York. Help pages offer identification tips and suggestions for collecting and submitting quality data.

iSeeMammals is a citizen science project that currently focuses on black bears in New York. Hikers, hunters, trackers, naturalists, and just about anybody who spends time in nature can collect data on the presence and absence of black bears. This data will be used to estimate the distribution, occupancy, and other population patterns of bears across large landscapes.

Visit iseemammals.org to explore galleries of photos submitted by other iSeeMammalists, participate in contests, and learn about black bear ecology and management.",['EN']
Urban Mind,https://apps.apple.com/us/app/urban-mind/id1281988582?uo=4,NOMAD.ORG.UK LTD,5.0,USD,"Urban Mind is an app that measures your experience of urban or rural living in the moment. 

Three times a day you will be prompted to answer questions about how you feel and the environment around you. 

The results will be used to help us plan and design healthier cities.

The Urban Mind app uses a technology called “ecological momentary assessment” to monitor how the surrounding environment affects our mental wellbeing.
This technology involves presenting people with a prompt at random times, inviting them to answer questions about their surrounding environment and mental wellbeing. 
After answering the questions, participants are also invited to take a photograph of the ground or floor where they are standing and/or a short audio recording of their current environment. 
Once you start answering the questions you will be able to access an individualised report which summarises your experiences. 

In addition, Urban Mind integrates with the Health app to record information about geographical location data; participants can decide whether or not to provide this information.

The data will help us understand how different aspects of the surrounding environment affect mental wellbeing, and will be used to inform novel clinical interventions and the planning and design of healthier cities.

Participation in this research project is anonymous, and the information provided by individual participants is kept private and confidential.

Urban Mind can be used in any of the following languages: English, French, German, Italian, Portuguese, Spanish, Cantonese and Mandarin.

Urban Mind is a collaboration between King’s College London, landscape architects J&L Gibbons and arts foundation Nomad Projects.","['AR', 'EN', 'FR', 'DE', 'IT', 'PT', 'RU', 'ZH', 'ES', 'ZH', 'TR']"
Coastal Observer | SPOTTERON,https://apps.apple.com/us/app/coastal-observer-spotteron/id1475663669?uo=4,SPOTTERON Gmbh,4.7,USD,"Climate change will impact where and how humans live. As tides rise and storms intensify, humans will be forced to adapt to the changing environment and increase resiliency by learning more about local impacts of rising tides and intensified storms. The Coastal Observer App encourages citizens to become active in monitoring weather and water locally, and will help researchers build a pathway for a sustainable future.

The citizen scientists may choose from 4 activities:
1) basic environmental observations by sharing how the current setting makes you feel.
2) weather observations to document the current weather and its impacts.
3) water level to document where the water levels are and how this might impact infrastructure, life, or property.
4) water quality to document how our environment is impacted by human practices.

Observing Weather Events
Weather events can have devastating effects on local communities.  Using this application, the observer can make note of stormy conditions and its associated affects.  This information will be documented through photographs and user documentation.

Measuring Water Level
If there is an installed and fixed water level gauge near you, feel free to use that gauge to enter your water level.  For help locating existing gauges, please visit this link.  If there are no installed, fixed gauges, you can report a value from a nearby automated gauge at the time of your observation, or simply take a picture to document the water level visually. NOTE - Never attempt to measure water levels during unsafe conditions or without proper training.  
 
Monitoring Water Quality
Users may use a Secchi Disk to make manual observations of water clarity.  For more information, visit the Secchi Disk Project at www.secchidisk.org
 
Coastal Observer for Schools
Schools can easily include the Coastal Observer App in their curriculum. Educators can utilize the app to teach reading water levels or using a Secchi Disk to increase environmental awareness in students, while also providing the opportunity to express feelings about water and weather events.

The project runs on the SPOTTERON Citizen Science platform for participatory research and awareness building.","['EN', 'DE']"
Croc Watch,https://apps.apple.com/us/app/croc-watch/id1598145012?uo=4,Voluntary Nature Conservancy Inc.,0.0,USD,The Croc Watch app allows you to become a part of a Citizen Science Initiative by Voluntary Nature Conservancy for collecting various data related to crocodile species found in India. The data will help to create a database that can aid in the research and conservation of these species.,[]
