project title,short title,project id,program,language,url,abstract,project_website,doi,status,signature_date,start_date,end_date,funded_under,total_cost,eu_contribution,coordinated_by,objective,keywords,programme,topic,coordinator,coordinator_eu_contribution,coordinator_adress,coordinator_website,number_participants,participant_no,participant_name,participant_address,participant_eu_contribution,participant_total_cost,participant_website
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,1,WATER PLATFORM COMPANY BV   Netherlands,STADSRING 57 3811 HN Amersfoort    ,"272989,03","457566,26",
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,2,HYDROLOGIC BV   Netherlands,STADSRING 57 3811 HN Amersfoort    ,"47307,35","67581,93",
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,3,STICHTING AKVO   Netherlands,S GRAVENHEKJE 1A 1011TG Amsterdam    ,"298862,50","340187,50",
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,4,AKVO KENYA FOUNDATION   Kenya,25 PARKLANDS ROAD WESTLANDS SUITE 1 00606 Nairobi    ,"41325,00","41325,00",
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,5,TYGRON BV   Netherlands,LANGE VOORHOUT 46 2514 EG Den Haag    ,"279387,50","399125,00",http://www.tygron.nl
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,6,VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK N.V.   Belgium,BOERETANG 200 2400 Mol    ,"312473,75","312473,75",http://www.vito.be
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,7,STARLAB BARCELONA SL   Spain,AVENIDA TIBIDABO 47 BIS 08035 Barcelona    ,"256354,88","366221,25",
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,8,ALTRAN INNOVACION SL   Spain,AVENIDA DIAGONAL 199 08018 Barcelona    ,"391779,50","559685,00",
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,9,CENTRO DE INVESTIGACION ECOLOGICA Y APLICACIONES FORESTALES   Spain,UNIVERSITAT AUTONOMA DE BARCELONA EDIFICI C 08193 Bellaterra    ,"370113,75","370113,75",http://www.creaf.uab.es/
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,10,STOCKHOLMS UNIVERSITET   Sweden,UNIVERSITETSVAGEN 10 10691 Stockholm    ,"324475,00","324475,00",http://www.su.se
Ground Truth 2.0 - Environmental knowledge discovery of human sensed data,Ground Truth 2.0,689744.0,H2020,en,https://cordis.europa.eu/project/id/689744,Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge...,http://www.gt20.eu,https://doi.org/10.3030/689744,Project closed,29 April 2016,1 September 2016,31 December 2019,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials","5755298,45","4975093,89",STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION           Netherlands,"Ground Truth 2.0 delivers the demonstration and validation of six scaled up citizen observatories in real operational conditions both in the EU and in Africa. It will strengthen the full feedback-loop in the information chain from citizen-based data collection to knowledge sharing for joint decision-making and cooperative planning. The project focuses on environmental indicators in urban and rural areas related to spatial planning issues, with a specific focus on flora and fauna as well as water availability and water quality for land and natural resources management. This is supported by an innovative web-based service for worldwide mapping and updating of land use. The overall objectives of Ground Truth 2.0 are to implement sustainable citizen observatories for the demonstration of their societal and economic benefits, and the global market uptake of the Ground Truth 2.0 concept and enabling technologies. The trans-disciplinary Ground Truth 2.0 approach consists of a multi-actor innovation process to combine the social dimensions of citizen observatories with enabling technologies so that their customisation and deployment is tailored to the envisaged societal and economic impacts of the observatories. The demonstration cases (4 EU and 2 African) cover the full 'spectrum’ of citizen-sensed data usage and citizen engagement, and therefore allow testing and validating of the concept and technologies, and evaluation of their impacts under a range of conditions. The Ground Truth 2.0 consortium presents a good mix of industry, SME, NGO, government, research and academia to ensure the roll out and uptake of the observatories. Ground Truth 2.0 is coordinating and interacting with other relevant initiatives, such as GEOSS, INSPIRE as well as the sister projects funded under the same call (namely GROW, SCENT and LANDSENSE) to create mutual synergies.",  Citizen observatory  socio-technical  social innovation,"H2020-EU.3.5. - SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials                     Main Programme                        H2020-EU.3.5.5. - Developing comprehensive and sustained global environmental observation and information systems",SC5-17-2015 - Demonstrating the concept of 'Citizen Observatories',STICHTING IHE DELFT INSTITUTE FOR WATER EDUCATION,"1175480,30",WESTVEST 7 2611 AX Delft Netherlands    ,http://www.un-ihe.org,15,11,GAVAGAI AB   Sweden,SLUSSPLAN 9 111 30 Stockholm    ,"333029,38","475756,25",
